Heading,Link,Summary
Global ranking of IITs handicapped due to perception: Javadekar,http://timesofindia.indiatimes.com/home/education/news/Global-ranking-of-IITs-handicapped-due-to-perception-Javadekar/articleshow/53469571.cms,"PANAJI: The Indian Institutes of Technology (IITs) don't reflect well in international rankings despite their high calibre because of a perception handicap, Union human resource development Minister Prakash Javadekar said on Saturday."
New clause inserted in draft statute of Jadavpur University,http://timesofindia.indiatimes.com/home/education/news/New-clause-inserted-in-draft-statute-of-Jadavpur-University/articleshow/53623675.cms,"KOLKATA: Raj Bhavan in consultation with the state government has included a fresh clause dealing with ""service and discipline"" inserted in the draft statute which was sent to the chancellor's office by Jadavpur University. This has once again raised ruffles among stakeholders — teachers, officers and non-teaching staff —who see it as yet another instance of vendetta politics.It is likely that the same clause will be introduced in the statute of other state run universities soon.The clause states that any employee found guilty of ""unethical propagation"" of views against the interest of the university and policies of the state government are liable for punishment that may also take his job. JU teachers see this as a ""draconian step"" to stifle non-conformist views in the mass media, a step that is likely to be replicated in other state universities as well. The state government had earlier tried a similar restriction on state government college teachers that didn't work out as planned. ""The university has received the draft statute from the chancellor's office a week ago, copies of which have been distributed among the stakeholders for their opinions and observations. The draft statute that will govern the university once it is final has a clause on service and discipline of employees that was not sent by the university. According to procedure, copy of the draft from Raj Bhavan will be tabled at the university's highest policy making body — The Executive Council, along with the opinions of the stakeholders. The university will then send its views to Raj Bhavan,"" a JU officer said. The Jadavpur University Teachers' Association has called a general body meeting on August 12 to discuss the draft statute. ""We have called a JUTA general body to discuss and debate on the draft statute. We may seek legal opinion if necessary."" A Juta office-bearer said. What happens if the executive council differs with the clause? Those running university administration maintain that the university is well within its limits to send its views. But the final statute will be drawn up by the state government in consultation with the Raj Bhavan. The final draft will then go for vetting to the law department. The primacy of the state government in finalising the statute is because the government has happens to be the funding agency. However, this does not apply to the academic freedom, universities enjoy. Next comes the need for student discipline. The draft statute also makes a mention of a code of conduct for all the stake holders including students, the first step of which is to introduce biometric attendance for teachers and staff. The Mamata Banerjee government may table a Bill in the Assembly session touching upon the broad contours of the code of conduct applicable to all state universities. The Bill once adopted will require all the state universities to incorporate the clauses in their revised statute. A section, however, believes that the call for discipline with the punitive clause doesn't come without reason. ""Chancellors have time and again appealed to JU stakeholders, particularly students to refrain from gherao and recurrent agitation that cast its shadow on the convocation programme also. The present chancellor sent a word of caution to students during the fracas over screening a film inside JU campus. He urged students to go back to their classrooms because such behaviour didn't go well with the university's image. JU stakeholders didn't pay heed to the suggestion. Instead, a section of teachers fuelled anti-establishment sentiments,"" a JU employee said."
"Central admission, counselling for PG admissions in Mangalore varsity from Aug 8",http://timesofindia.indiatimes.com/home/education/news/Central-admission-counselling-for-PG-admissions-in-Mangalore-varsity-from-Aug-8/articleshow/53559658.cms,"MANGALURU: Mangalore University is all set to admit the candidates for its various Post Graduate Departments through 'Central Admission and Counselling' process which starts from August 8.The University is likely to fill up as many as 820 seats for 23 post-graduate programmes and P G diploma/short term certificate programmes under science faculty, about 354 seats for nine programmes under arts faculty, about 197 seats under commerce and management faculty and about 110 seats under education faculty in its PG department of the Mangalagangothri campus.Apart from this, there are about 260 seats in five PG programmes at University College Mangaluru, 126 seats at the University Evening College Mangaluru, 157 seats for five PG programmes at FMKMC College, Madikeri and 284 seats for 8 PG programmes at PG Centre Chikka Aluvara. There will be 10 additional seats in each of the course under Special Quota such as Defence Personnel or Ex-Servicemen, Persons with Disability, NCC, NSS, Sports, Scouts, Cultural Activity, M U employee, J & K migrants, N E State and Transgender. This is over and above the fixed intake to the programmes. 8% of the sanctioned intake in each programme is also reserved for Hyderabad-Karnataka students. The counselling will be carried out at the Mangala Auditorium, Mangalagangothri in about six days of which first two days for commerce and Management ((August 8 and 9) followed by two days for Science and one day for Arts & Education faculties. The consolidated list of candidates and the lists of selected and wait listed candidates will be uploaded in the web-port of Mangalore University by August 5. The students are requested to obtain the details from the Mangalore University web-port (www.mangaloreuniversity.ac.in) and appear before the selection committee for their admissions along with the required fee and documents in original."
New-age vocation: Living 'app' to ever-changing tech,http://timesofindia.indiatimes.com/home/education/news/New-age-vocation-Living-app-to-ever-changing-tech/articleshow/52327566.cms,"It's that time of the year again, when students have to make choices that will define their careers. To have many choices is wonderful but when the options are many, and several appear compelling, making an informed decision is a challenge. TOI's 'Mission Admission' guides students through the season.Today's focus: App DesigningToday there is an application for anything. App design is a career worth pursuing, say expertsThe average time spent by an Indian on a smartphone each day is 169 minutes, says a study. And, most of this time is spent on social networking, gaming, browsing, e-mailing, and making transactions. Whether it's a smartphone or a tablet, all of these activities are possible just from one device because of the various applications (apps). Today, there is an application for almost everything, and app-designing is a career worth aspiring.In the past five-six years, the smartphone industry has evolved drastically. While development in hardware is changing rapidly, it is the software, especially the applications, that makes a smartphone more appealing. ""Five years ago, app-design was more about Java games and website design. The focus was on desktop applications and utility apps. Mobile and utility apps. Mobile applications become the focus when the smartphone industry boomed and companies started conducting hackathons to recruit people,"" says R Nadarajan, head, department of applied mathematics and computational sciences, PSG College of Technology.App-design has many components. ""There are many factors that a designer needs to consider. The target group, the aim of the app, the functionalities, its novelty, and profitability and ingenuity are to be analysed. The very thought of the general public using the app keeps any developer motivated,"" Nadarajan says.App design has come a long way. Today, mobile applications are an integral part of our life, as they track your movement, activities, and, at any point, provide a range of information on you, at one tap. ""The apps of today are aimed at all facets of life that one can think of and the focus has been on optimisation, cost reduction and improved user experience. Integr tion of data mining and artificial intelligence have played a major a role in providing quality service to users,"" he says. There are apps a dealing with all facets of life like entertainment, communication, online buying, health, and money. While there are specific courses on app-design, predominantly , most courses are electives or subjects included in the curriculum of circuit engineering branches (electronics, electrical, computer science and information technology). ""We have courses offered in the form of open electives to the students of various branches of engineering and technology, on Android app development and iOS n apps development. These course duration is 45 to 60 hours,"" the principal of Bannari Amman Institute of Technoloogy, Sathyamangalam, Erode, D Saravanan says. There are also courses offered online for beginners. ""A plethora of courses are available on Udacity, Youtube, Coursera, and Lynda. Its best recommended for any beginner,"" Nadarajan says.Besides courses, colleges also train students on app-designing. ""We organise hands-on workshops for students. There are online tutorials for students to be in touch with updated technology. And, the best part is making them participate in national and international contests,"" says the head of the computer science and engineering department, Kumaraguru College of Technology, Coimbatore, P Devaki.With over 10 billion mobile internet devices expected to be in use by 2016, the mobile app industry will grow tremendously to match the demand and keep up with ever evolving technologies, say professors. ""Social networking, mobile commerce, context aware marketing, location based services, mobile payment systems and object recognition systems widen up the field's scope,"" says Nadarajan."
More than half of Bihar board class X kids fail,http://timesofindia.indiatimes.com/home/education/news/More-than-half-of-Bihar-board-class-X-kids-fail/articleshow/52496863.cms,"PATNA: Less than half of the 15.47 lakh students passed class X examinations conducted by the state board, showing a sharp drop of 28% compared to the last year's results. Results announced by the Bihar School Examination Board also showed all the 42 students - 24 girls and 18 boys - on the top-10 merit list came from Simultala Awasiya Vidyalaya in Bihar's Jamui district. This school was set up after the famous school at Netarhat went to Jharkhand after Bihar's bifurcation in 2000.After photographs of mass cheating at a class X exam centre in Vaishali went viral on the social last year, strict arrangements, including installation of CCTV cameras and deployment of cops at exam centres, were made this year to check unfair means. Last year, 75.17% students had passed the exam. Only 10.86% examinees were able to secure first division, as against 21.45% last year. The low pass percentage this year was attributed to the Board's success in stopping unfair means. ""The results are not as expected. But, they show the actual merit of students. Those who have passed will be able to clear competitive exams,"" state education minister Ashok Choudhary. The state government will also identify and monitor schools which have done well. Babita Kumari and Trisha Tanvi topped in the state with 96.6% marks. The second spot was shared by Komal Kumari, Abhinav Sharma and Madhukar Kumari with 96.4% marks, while Divya Jyoti and Priyanka Kumari came third with 96.2% marks."
Seven out of 10 rank holders are from Karnataka,http://timesofindia.indiatimes.com/home/education/news/Seven-out-of-10-rank-holders-are-from-Karnataka/articleshow/52473500.cms,"Bengaluru: City students have bagged the top two ranks in ComedK's UGET for admission to engineering colleges in the state this year. And like last year, seven of the top 10 rankers are from Karnataka. Adhokshaja V Madhwaraj has secured the highest marks - 170 out of 180.While the third rank has been secured by a Telangana student, the fourth and sixth ranks have been bagged by students from Andhra Pradesh. As many as 55,680 students from across the country appeared for Under Graduate Entrance Test conducted by the Consortium for Medical Engineering and Dental Colleges, Karnataka.The first 1,000 rank holders have secured more than 70% in UGET, while 1361 candidates have secured between 66% and 70%. As many as 2,373 students have scored between 60% and 65%, while 6,854 candidates secured less than 60% but more than 50%.Among the first 100 rank holders, 56 are from Karnataka. And 417 out of first 1,000 rank holders are from Karnataka.Complete results today""The results will be out on May 28 on ComedK's website, comedk.org, from noon and students can check other details."" - AS Srikanth, chief executive, ComedK"
Students get help to select FYJC subjects,http://timesofindia.indiatimes.com/home/education/news/Students-get-help-to-select-FYJC-subjects/articleshow/52293752.cms,"PUNE: Suicide letters left by students from Kota, which highlighted their love for subjects other than engineering and the stress that led them to kill themselves, have compelled experts and officials to sound a warning bell.To help students choose the right subjects for Standard XI, the state school education department and Shyamchi Aai Foundation have come up with a portal named Mahacareermitra.in and a helpline. Students from across the state can call the toll-free helpline number with queries not only about the regular subjects, but also related to vocational subjects and career paths.The state also conducted an aptitude test for all Std X students to let them know where their strengths and weakness lie.Deepali Divekar, counsellor at the state-run Institute of Vocational Guidance and Selection, Mumbai, said, ""The helpline (8275100001) was started on May 3. The website mahacareermitra.in has all the authentic coursewise, fieldwise and areawise data of colleges and courses. We are getting about 100 calls every day and expect the calls to increase manifold.""Child psychologist and Bishop's School counsellor Yajyoti Singh said that often, students are pushed into the science stream more than any other stream. ""Despite the child getting good marks in science subjects, parents think they can make himher study more by sending the child to better coaching classes. What they fail to realize is that the child will not only be stressed out, but also battle anxiety issues. If the student is unable to cope with the pressure, heshe will end up with low self-esteem, which is dangerous.""Principals feel that while there was a time when career opportunities were limited to some fields, now there is scope to pursue ones interests and flourish in every field. ""Pushing students into careers that they are not interested in only results in unhappy adults just going through the motions. I believe that students pursue careers that suit their aptitude and ability . Parents should support children in their choices,"" said Geeta Pillai, principal of Indira National School."
NEET: Centre may approach SC with states' concerns,http://timesofindia.indiatimes.com/home/education/news/NEET-Centre-may-approach-SC-with-states-concerns/articleshow/52298655.cms,NEW DELHI: The health ministry may approach the Supreme Court with issues raised by states regarding implementation of the common medical entrance test this year.
DUTA executive announces boycott of evaluation process for 4 days,http://timesofindia.indiatimes.com/home/education/news/DUTA-executive-announces-boycott-of-evaluation-process-for-4-days/articleshow/52390016.cms,"NEW DELHI: Delhi University Teachers' Assocation has announced boycott of evaluation in DU from Tuesday, May 24 to Friday, May 27, in protest against the new UGC Gazette Notification amending the UGC 2010 Regulation that alters work-load requirements for college teachers. If the governemnt doesn't listen, teachers may even boycott the admission process.Teachers argue that the changes are likely to impact quality of teaching and global rankings worldwide; lead to massive retrenchment of teachers and a ""skewed"" student-teacher ratio.The gazette notification increases the workload for assistant professors from 16 hours of ""direct teaching"" per week (including tutorials) to 18 hours plus another six of tutorials, bringing the total up to 24 hours. Similarly the work hours of associate professors has increased from 14 to 22. ""Tutorials have been made optional and practicals devalued by counting only one hour for every two. This will drastically reduce the individual attention that students can get and will lead to a significant lowering of standards,"" says a statement from the DUTA which is coordinating with national-level teachers associations to initiate a movement.Physics teacher and elected member to DU's exective council, Abha Dev Habib argues that the over 50% increase in workload for existing permanent teachers will mean ""a proportionate amount of retrenchment of ad hocs and temporary staff."" ""It means that very few of the students currently in research will get hired and that, in turn, could lead to fewer students joining higher education,"" she says adding, ""We are certain this is the direct result of the over 50% fund cut for the UGC.""The DUTA will also hold a general body meeting on Saturday, May 28, to decide on further course of action and also review the decision on the boycott. ""We don't want to boycott, nor delay results. But if the government wants the results to come early, let them consider our demands. This gazette notification treats two practical classes as one. All ad hoc teachers -- 3,000-4,000 of them -- may find themselves without jobs. Even permanent may faculty in certain departments may become surplus,"" says Rajesh Jha of Academics for Action and Development."
"Question mark over new chairman: IIMA proposes, Smriti disposes",http://timesofindia.indiatimes.com/home/education/news/Question-mark-over-new-chairman-IIMA-proposes-Smriti-disposes/articleshow/52475855.cms,"MUMBAI: A fresh controversy threatens to mark Smriti Irani's tenure as Union HRD minister. This time it involves the country's premier management institute. The Ministry of Human Resource Development (MHRD) has rejected the proposal to appoint IIM Ahmedabad's next chairman from among the names suggested by the search committee. A search panel headed by former IIMA chairman and CMD of L&T; Limited Anil M Naik had forwarded names of three business tycoons — R Seshasayee, Chairman of the Board of Directors, Infosys, Deepak Parekh, chairman, HDFC, and Pawan Munjal, CMD, Hero MotoCorp, as potential candidates for the post of new chairman. According to IIMA sources, this is the first time that MHRD has dismissed the idea of appointing a chairman from a shortlist of three top-notch and powerful business personalities of the Indian corporate world. At present, the chairman and managing director of pharma giant Cadila, Pankaj Patel, is interim chairman of IIMA. As a process under Memorandum of Association between MHRD and IIMA, a search committee formed by the institute shortlists three names and MHRD reserves the power to appoint a chairman from the shortlisted candidate. The Chairman of IIMA oversees and solves all policy related issues at the institute. The Chairman also supports various initiatives of the institute and helps getting resources to ensure smooth functioning. The director of IIMA reports to the chairman, who is head of the Board of Governors. ""We were all waiting to hear about the appointment of the next chairman from among the names chosen. Instead, we were informed that the shortlist did not please the top bosses. This means, the whole process of forming a search committee and shortlisting three names will have to be repeated. We came to know about it when we received an email seeking (fresh) suggestions for the next chairman,"" said a source close to the development and who did not wish to be quoted. This reporter has seen the said email. While MHRD's rejection will delay the process of appointment of IIMA's next chairman, sources close to the development said that either the MHRD is ""not happy with the process followed"" in shortlisting the candidates or wants to appoint a candidate associated with the political party. ""When we received the email suggesting more names for the chairman's post, the first thing that came to our mind was that we would soon be recommended names of businesspersons close to the BJP,"" said a senior faculty member who also refused to be identified. ""IIM Ahmedabad and IIM Bangalore are the only two IIMs in the country where the institute has the power to shortlist the candidate and the MHRD takes the final call on appointment. At other IIMs, appointments are made by MHRD directly. So, here, when they rejected names suggested by the committee, it seemed as if they wanted a greater say in the matter,"" said the senior faculty member. The four-member search committee is headed by Naik and comprises Sanjay Lalbhai CMD, Arvind, Pankaj Patel, CMD, Cadila Healthcare who was appointed chairman of IIM Udaipur recently, and D Shivakumar who is chairman & CEO, Pepsico India Holdings. Naik chose to step down from the post of the chairman in January this year. In March, IIMA board of governors appointed Pankaj Patel, CMD of Cadila Healthcare as the interim chairman. Patel will continue on the post until the next chairman is appointed by MHRD. A detailed email query to IIMA's interim chairman Pankaj Patel and director Ashish Nanda received a one-line response saying the institute would not like to comment on the matter."
Short course on 'harmonizing self' concludes at PU,http://timesofindia.indiatimes.com/home/education/news/Short-course-on-harmonizing-self-concludes-at-PU/articleshow/52331502.cms,"CHANDIGARH: Scientists, academicians, administrators, law and order keepers, doctors, preachers and yoga experts joined hands with the teachers for their inner awakening at the UGC-sponsored seven-day short course at Panjab University."
Subramanian panel submits report on New Education Policy,http://timesofindia.indiatimes.com/home/education/news/Subramanian-panel-submits-report-on-New-Education-Policy/articleshow/52466886.cms,"NEW DELHI: A government appointed committee headed by former Cabinet Secretary TSR Subramanian has submitted its report for the evolution of a New Education Policy, the HRD Ministry said on Friday."
Students find JEE advanced paper tough,http://timesofindia.indiatimes.com/home/education/news/Students-find-JEE-advanced-paper-tough/articleshow/52391379.cms,"INDORE: The Joint Entrance Examination (Advanced) came as a tough challenge for aspiring engineers from the city on Sunday.The students who appeared for the exam found that the question paper was ""more difficult"" than last year's, especially the physics section, which contained many difficult questions.Around 2,500 students appeared for the exam at 8 centres in the city and most walked out of the centres with gloomy faces after the exam.""Physics questions were the most difficult. The physics questions took a lot of time as well. There were so many tricky questions as well,"" said student Naman Wadhwa who qualified for JEE advanced with 191 marks in JEE mains.The JEE (Advanced) followed the pattern in which students had to appear for two papers with combined questions from Physics, Chemistry and Mathematics.The two papers carried 186 marks each. There were a total of 54 questions in each paper. Paper 1 which was from 9am - 12pm, contained 5 single correct option, 8 multiple correct options and 5 single digit integer type questions. While the Paper 2 that was from 2pm - 5pm also contained 2 comprehensions.However, the coaching expert in the city also felt that the students appeared for JEE (Advanced) had a backbreaking time taking the exam this year.""The students have given a feedback that the question paper was very tough compared to the previous year's question paper. Physics and Maths questions were tough for the students. However, the number of questions were less as compared to last year but the questions were lengthy,"" said a coaching expert from the city, Atil Arora.However, the students have kept their hopes high owing to the marking scheme this year.""The paper was difficult because of few questions of Maths and Physics but I am hoping to score well as this year's marking scheme is good compared to the past years"" said engineering aspirant, Beni Madhav Agarwal who qualified for the JEE advanced scoring 252 marks in JEE mains.The performance of a candidate in this examination will form the basis for admission to various bachelor's degree programmes in 23 IITs, including Indian School of Mines (ISM), Dhanbad along with other reputed engineering institutes."
New education policy soon: Smriti Irani,http://timesofindia.indiatimes.com/home/education/news/New-education-policy-soon-Smriti-Irani/articleshow/52310265.cms,"NEW DELHI: Union Human Resource Development minister Smriti Irani has said the government will unveil a new education policy soon.""We have received suggestions from people living in 1.10 lakh villages and over 1,500 municipal bodies ... we have prepared a document with the help of experts, including advice by education councils, to improve our education system. It will be unveiled in 15-20 days,"" Irani said in an interview to All India Radio on Monday.She said it is for the first time that a National Education Policy was being prepared after consulting people living in villages and far-flung areas.Irani said her government is taking the Right to Education (RTE) passed by the earlier UPA government towards its real objective.""The previous government got passed the RTE but failed to make any provision for fees of 25 percent students whom they have provided seat reservation in private schools. We made the required arrangements and have paid for the education of 18 lakh students after checking their records through state governments,"" she said.Crediting Prime Minister Narendra Modi for this endeavour, she said the human resource development ministry has digitised National Council of Educational Research and Training books from Class 9 to 12.""All these books are available free of cost in English, Hindi and Urdu through a mobile app,"" Irani said.Irani also said the ministry will launch a web portal - Bharatvani - shortly on various subjects ranging from teaching to learning in 22 Indian languages.The minister said the government will build 16 research parks through the Indian Institute of Technology, which is five times those built from 2004 to 2014.""Work has already started on six parks. These institutions will impart vocational and technological skills to students through diploma and certificate courses. We will involve IIT faculty to teach the students,"" she said.Irani said the government had invited industry leaders to partner in these institutes and that private players have already invested over Rs.140 crore in setting them up.The HRD minister said several foreign universities are collaborating with Indian institutions under the University Grants Commission norms so that Indian students can get the best of education at home.She said her ministry's aim is to ensure that universities are not used as tool for political purposes and remain temples of learning."
"I was sure that I would do well, says CBSE Class 12 topper Sukriti Gupta",http://timesofindia.indiatimes.com/home/education/news/I-was-sure-that-I-would-do-well-says-CBSE-Class-12-topper-Sukriti-Gupta/articleshow/52374084.cms,"NEW DELHI: Sukriti Gupta from Montfort Senior Secondary School, who has been a consistent performer, emerged as the"
Include yoga modules in physiotherapy courses: UGC to universities,http://timesofindia.indiatimes.com/home/education/news/Include-yoga-modules-in-physiotherapy-courses-UGC-to-varsities/articleshow/52348465.cms,NEW DELHI: The University Grants Commission on Thursday asked central universities to include modules of yoga teaching and training in their bachelor's and master's courses in physiotherapy.
Workload of university teachers remains unchanged: UGC,http://timesofindia.indiatimes.com/home/education/news/Workload-of-university-teachers-remains-unchanged-UGC/articleshow/52526484.cms,"New Delhi: There will be no increase in workload on teachers. Following the intervention of the ministry of human resource development, the University Grants Commission stated that overall workload of assistant/ associate and professors will remain 'unchanged', on Tuesday. Teachers of Central Universities has been protesting over the amended policy which was notified by the UGC earlier in May. The MHRD earlier on Sunday stated that a meeting of stakeholders will be convened for discussion in this issue and others. A meeting is now being convened by the regulatory authority on June 6 where all the teachers'groups are likely to be invited for suggestions. The issue of Academic Performance Indicators (API) score for promotion of university teachers is also going to be taken up. According to UGC, """"The overall workload of assistant professors and associate professors/ professors in full employment will remain unchanged and the direct teaching-learning hours per week to be devoted by assistant professors (16 hours) and associate professors/ professors (14 hours) too would remain."""" UGC stated that the decision has been taken following a review and direction of the MHRD. Reacting to the development J Khuntiya, chairman, Academics of Action and Development (Rathi) of Delhi University said: ""Time for MHRD to come out with a clean on education policy without creating further uncertainty after this welcome roll back. Higher education cannot afford ill conceived experimentation that attacks the very existence of teachers. Now the priority should be completing the appointment process and scraping the highly irrational API which has been created to deny promotion. Does the point system applicable to Civil Services? If not then why for teachers. There cannot be differential treatment for teachers with respect to distribution of resources. Agitation will continue till API is also rolled back."""
"Becoming an MBA gets tougher as fees rise, scholarships ebb",http://timesofindia.indiatimes.com/home/education/news/Becoming-an-MBA-gets-tougher-as-fees-rise-scholarships-ebb/articleshow/52459501.cms,"MUMBAI: In a double whammy for management students, fees of the top schools have risen significantly even as scholarship disbursal on the campuses has slipped."
Dayananda Sagar University opens admissions for 2016-17,http://timesofindia.indiatimes.com/home/education/news/Dayananda-Sagar-University-opens-admissions-for-2016-17/articleshow/52347491.cms,"BENGALURU: Dayananda Sagar University (DSU), Bangalore has opened its registration for Dayananda Sagar Admission Test (DSAT) 2016. Admissions are open for UG programs like B.Tech, BCA, BBA, B.Com, BA-Journalism, BSc-biological sciences, B.Pharma & Pharma-D, BSc/PB BSc-Nursing and BPT-Physiotherapy programs.Registration: Candidates can register online by visiting the DSU website: www.dsu.edu.in for DSAT to be held on May 29 selecting a centre among 68 cities spread across the country. The test is being conducted by TCS-IoN. Online registration would close on May 26.B Tech degree in Computer Technology: DSU has launched a very unique entrepreneurship led program which prepares young people to set up their own enterprises inside the DSU Campus as well as graduate with a B Tech degree in Computer Technology with emphasis on entrepreneurship. Candidates seeking admission to this program have to go through a special selection process which includes submission of innovative and disruptive ideas that can be converted into new and better desired solutions preferably in the ICT domain.Students, in addition, are to demonstrate innovation, leadership and team playing abilities. A panel of industry experts, scientists, investors, researches and academicians will select applicants based on the potential of an idea."
Doctors with foreign degrees flunk test in India,http://timesofindia.indiatimes.com/home/education/news/Doctors-with-foreign-degrees-flunk-test-in-India/articleshow/52425896.cms,"With the Supreme Court-mandated NEET to be in place next year, experts expect a larger number of students to choose colleges in countries like Russia, China and Ukraine, where admission is easier and courses cheaper."
Girls outperform boys in tech-engineering literacy test,http://timesofindia.indiatimes.com/home/education/news/Girls-outperform-boys-in-tech-engineering-literacy-test/articleshow/52319372.cms,"Eighth-grade girls are not only as skilled as boys at thinking through problems and using technology to solve them, they may even be a little better, a study released on Tuesday suggests."
HRD mulling board for Vedic and Sanskrit education,http://timesofindia.indiatimes.com/home/education/news/HRD-mulling-board-for-Vedic-and-Sanskrit-education/articleshow/52406633.cms,"NEW DELHI: The HRD ministry is mulling a plan to set up a central board for Vedic and Sanskrit education which would be first of its kind in the country.Earlier, a government-appointed panel headed by former CEC N Gopalaswami had in its report suggested that the Maharshi Sandipani Rashtriya Veda Vidya Pratishthan in Ujjain be made Central Sanskrit and Vedic Studies Board for the benefit of Sanskrit ""pathshalas"" across the country.""The recommendations of the committee are under consideration of the ministry,"" a senior official said.In a report submitted earlier this year, the panel had suggested that the HRD ministry establish a Central Board of Veda and Sanskrit Secondary Education that will affiliate, conduct exams and make available the grant-in aid.The panel headed by Gopalaswami in its report said there are Sanskrit pathashalas across the country.""Their traditional education has neither recognition nor they are aware of recognition issue. It is very necessary to protect traditional learning and make the learning duly recognized by an authority,"" the panel said as it recommended a Central Board of Veda and Sanskrit Secondary Education.The panel had also suggested that the proposed board will be an independent body under MHRD with appropriate authority."
In high demand: From fine ideas to working models,http://timesofindia.indiatimes.com/home/education/news/In-high-demand-From-fine-ideas-to-working-models/articleshow/52299723.cms,"It's that time of the year again, when students have to make choices that will define their careers. To have many choices is wonderful but when the options are many, and several appear compelling, making an informed decision is a challenge. TOI's 'Mission Admission' guides students through the season. Today's focus: Industrial DesignEver broken a toy car to see how it actually works? Or wondered how a three-legged stool balances itself or how a bicycle moves? If you spent your childhood pondering over how things work or tearing things down, industrial or product design might be the right choice for you.Industrial designers develop concepts and designs for products. They specialise in one product category, such as automobile, furniture or housewares. While product design is often confused with industrial design, experts say product design is a sub topic. Industrial design encompasses anything man-made right from products to complete ecosystems.""With Make in India, innovation has become the buzzword and design thinking is key to innovation,"" said BK Chakravarthy, professor, head and institute chair professor, industrial design centre (IDC) at IIT Bombay. With technology taking centre stage in most fields, Chakravarthy says students are taught to use design thinking and problem solving skills to address users' needs. From designing a residential garbage collection device to a waterfetching aid for rural women; using ceramics and glass to design housewares; working with leather to design car seats; building an entertainment console for a vehicle; a motorcycle helmet design; design for a metro train or using animation to narrate stories -the possibilities are endless.Most colleges have an entrance exam such as the CEED which is held annually by IITs and the Indian Institute of Science. The test is designed to gauge one's visual thinking, creativity and comprehension skills. Experts suggest maintaining a portfolio of any work that would show an inclination for design.Through the course, students learn to work with different materials using various machines such as looms, dying machines, printing machines, metal and woodwork. Courses are designed to focus on green manufacture or sustainability. Students are trained to go through the process of converting an idea into a reality.A course in industrial design is not just about design though. In most colleges, students get to choose sub disciplines. For example, at Srishti School of Design, while the first year is all about building the foundation, in the 2nd and 3rd years, students can choose which studio they want to work in. ""Each discipline offer studios and workshops such as photography, camera for films, public space design, electronics, etc. So a student is free to follow his interest and see how it pairs with industrial design,"" said Naga Nandini, course leader, Industrial Arts and Design Practices at Srishti School of Design.At IDC, besides tailor-made courses that can be pursued based on one's interest, the course is project oriented. ""We try to find practical solutions to real-life issues and a lot depends on how well we understand the end user,"" said Chakravarthy. For one of their project, students at IDC designed signages for a hospital in the city as part of their project work.What is key to success in a design career is curiosity and the ability to think in a multi-directional view, say experts. The world is a freeway for industrial designers, say experts. From leading a design team as chief design officer to heading an R&D; team in any field or going the start-up way by becoming an entrepreneur, the options are numerous."
Dentist surplus forces freeze on new colleges in India,http://timesofindia.indiatimes.com/home/education/news/Dentist-surplus-forces-freeze-on-new-colleges-in-India/articleshow/52317522.cms,"MUMBAI: Unemployment has entered the health sciences sector. With supply outstripping demand and no work for new dental graduates, India has decided to stop all new dental colleges. The firm stand was taken recently at the general body meeting of the Dental Council of India which grants permission to new institutes. The decision follows requests from several existing colleges that wanted the council to reject fresh proposals for more institutes, as well as the high rate of unemployment among dentists.India currently has 309 dental colleges, which churn out around 26,000 dentists every year. The count was as high as 30,570 in 2010. In 1970, only 8,000 dental students graduated annually.  ""It would be a good idea to consolidate our numbers now and strengthen the existing institutes,"" said Dr Mansing Pawar, DCI member and dean of Government Dental College. An exception could be made for states like those in the north-east that do not have any dental college, he added.    Some estimates suggest that India has 3 lakh dentists, but there is an imbalance in their spread. In 2004, India had one dentist per 10,000 people in urban areas and one dentist per 2.5 lakh people in the rural areas. It was not long ago that the good times were rolling for dentists. It is now, however, estimated that there will be a surplus of more than 1 lakh dentists in India by 2020. The DCI, on its part, has been trying to trim growth for some time now. In the last two years, it has only permitted new colleges with an attached medical institute to foray into the dental stream. But that was not enough.""Mushrooming of dental colleges in the past few years in India has led to unemployment among Indian dentists. Thousands of dentists are coming out every year with very low prospects of jobs,"" noted Namrata Dagli in her paper 'Increasing unemployment among Indian dental graduates'.Former acting DCI president Dr Mahesh Verma, who is the current director of the Maulana Azad Dental College, said the time has come to ""not vitiate the problem and build on what we have"".""Over the years, we have created a huge manpower of dentists and job avenues have shrunk. There is not much opportunity for today's passouts, except if they want to start their own practice, which too isn't easy. It needs money, space, infrastructure and the right attitude,"" he added.""Self-practice in urban areas is not very easy due to saturation of the dental market. In rural areas, private clinics are not viable because of low awareness of oral health among the rural population. Dental graduates are facing serious financial constraint. Unemployed dentists are left with no choice but to quit their profession and work in call centres or commit suicide,"" added Dagli, in her paper which appeared in the Journal of International Oral Health."
"US tops, India ranked 24th in QS higher education strength rating",http://timesofindia.indiatimes.com/home/education/news/US-tops-India-ranked-24th-in-QS-higher-education-strength-rating/articleshow/52425943.cms,BENGALURU: The QS Higher Education System Strength Rankings (HESSR) 2016 — an overall ranking of higher education system — has ranked India at 24th position with a score of 60.9 out of 100.
"Grade schools, change course every 5 years: HRD panel",http://timesofindia.indiatimes.com/home/education/news/Grade-schools-change-course-every-5-years-HRD-panel/articleshow/52485731.cms,"NEW DELHI: Framing legal standards and benchmarks for coaching institutes, limiting 'no-detention' till Class V, grading schools and introducing a new curriculum framework to replace the 2005 National Curriculum Framework (NCF) are among important recommendations made by the human resource development ministry's panel to evolve a national education policy."
