Heading,Summary,Link,PostedBy,PostedOnDate
Employees for ‘rent’: Tackling the issue of unemployment,Contractual employment helps augment the workforce when the need is short term,http://www.financialexpress.com/jobs/employees-for-rent-tackling-the-issue-of-unemployment/246489/,Pallavi Jha ," May 2, 2016 5:30 AM"
"Teacher education and development: The British Council launches ‘Teaching for Success’, aims to create sustainable teacher development solutions in India","The speakers at the session included Alison Barrett, global head, English in Education Systems, British Council; Subir Shukla, principal coordinator of Ignus-ERG India; and David Weston, chief executive of the Teacher Development Trust, UK.",http://www.financialexpress.com/jobs/teacher-education-and-development-the-british-council-launches-teaching-for-success-aims-to-create-sustainable-teacher-development-solutions-in-india/246492/,FE Bureau ," May 2, 2016 5:32 AM"
MoU signed for setting up of IIT in Jammu,The Jammu and Kashmir government today signed a Memorandum of Understanding (MoU) with the Indian Institute of Technology (IIT) Delhi for setting up of IIT in Jammu. ,http://www.financialexpress.com/jobs/mou-signed-for-setting-up-of-iit-in-jammu/246487/,PTI ," May 1, 2016 10:22 PM"
"CGBSE 10 Results 2016 declared today at 10 am: Check cgbse.nic.in, cgbse.net","CGBSE 10 Results 2016: Chhatisgarh Class 10 board results have been announced today i.e April 28 by the Chhattisgarh Board of Secondary Education, Raipur (CGBSE) on its official website cgbse.nic.in and also cgbse.net. ",http://www.financialexpress.com/jobs/cgbse-10-results-2016-declared-today-at-10-am-check-marks-merit-list-at-cgbse-nic-in-cgbse-net/244453/,FE Online ," April 28, 2016 12:28 PM"
From Game of Thrones to Harry Potter: Adult colouring books are the rage today,"Adult colouring books are all the rage today, with some publishers even employing popular franchises like Game of Thrones, Sherlock Holmes and Harry Potter to attract consumers ",http://www.financialexpress.com/jobs/colour-your-blues-away/246290/,Namrata Rao ," May 1, 2016 9:33 AM"
The Bose Brothers book review: Brothers in arms,A book that shows how Netaji and his brother Sarat Chandra perhaps encapsulate the entire breadth of ideologies that helped realise Indian independence,http://www.financialexpress.com/jobs/the-bose-brothers-book-review-brothers-in-arms/246299/,Sarthak Ray ," May 1, 2016 6:06 AM"
Inside Unreal Estate book review: Realty check,"INSIDE UNREAL Estate is a very timely book, written on a subject that has always been an enigma, as we all have our own pre-conceived notions of the sector without commensurate…",http://www.financialexpress.com/jobs/inside-unreal-estate-book-review-realty-check/246300/,Madan Sabnavis ," May 1, 2016 6:09 AM"
"Madhya Pradesh HC sets aside SC, ST quota in promotion in govt service","The Madhya Pradesh High Court today set aside the provision of reservations in promotion in the Madhya Pradesh Public Service Rules, 2002.",http://www.financialexpress.com/jobs/madhya-pradesh-hc-sets-aside-sc-st-quota-in-promotion-in-government-service/246215/,PTI ," April 30, 2016 9:12 PM"
CBSE result 2016 Class 12 date: Official declaration likely on May 27 at cbseresults.nic.in and results.nic.in,"CBSE result 2016 Class 12 date: Central Board of Secondary Education (CBSE) is likely to declare CBSE Class 12 results on May 27, 2016 on its official website cbseresults.nic.in and results.nic.in (or results.gov.in). ",http://www.financialexpress.com/jobs/cbse-result-2016-class-12-date-official-declaration-on-may-27-at-cbseresults-nic-in-and-results-nic-in/247081/,Anshul ," May 3, 2016 4:46 PM"
"Gujarat Class XI economics textbooks to feature Deendayal, Gandhi and Chanakya",The curriculum for Class XI has been revised after more than a decade.,http://www.financialexpress.com/jobs/gujarat-class-xi-economics-textbooks-to-feature-deendayal-gandhi-and-chanakya/247357/,Ritu Sharma ," May 3, 2016 10:17 AM"
Delhi University’s Hindu College girls’ hostel not to open this year,"The girls’ hostel at Delhi University’s Hindu College which was supposed to be functional from the upcoming academic session will not make any enrolments this year, following a row over the rules and fee decided for the residential complex. ",http://www.financialexpress.com/jobs/delhi-universitys-hindu-college-girls-hostel-not-to-open-this-year/247084/,PTI ," May 2, 2016 6:20 PM"
"AP EAMCET 2016: Exam to be held today as per schedule, says minister","AP EAMCET 2016: Andhra Pradesh Engineering, Agriculture and Medical Common Entrance Test (AP EAMCET) will be held on Friday as per its schedule, state Health and Medical Education Minister Kamineni Srinivas said.",http://www.financialexpress.com/jobs/ap-eamcet-2016-andhra-pradesh-ap-eamcet-held-today-as-per-schedule-neet-2016-news/245440/,PTI ," April 29, 2016 12:59 PM"
"Today’s learners, tomorrow’s leaders",Schools should educate children in their own culture and also help them turn into ‘global citizens’,http://www.financialexpress.com/jobs/todays-learners-tomorrows-leaders/246491/,Michael O’Sullivan ," May 2, 2016 5:31 AM"
Supreme Court upholds MP law for 50% govt seats in private dental colleges,"The Supreme Court today upheld the provisions of a Madhya Pradesh law which enables government to have 50 per cent shares in management seats in private dental colleges, saying there was no violation of right of autonomy of educational institutions in Common Entrance Test (CET) being conducted by the state or in fixing fee.",http://www.financialexpress.com/jobs/supreme-court-upholds-mp-law-for-50-govt-seats-in-private-dental-colleges/247143/,PTI ," May 2, 2016 7:39 PM"
7 IIMs hiked fee in last 2 years: Smriti Irani,"IIM Calcutta hiked its fees by 17.3 per cent, IIM Kozhikhode 23.1, IIM Ranchi 19 and IIM Trichy 20.",http://www.financialexpress.com/jobs/7-iims-hiked-fee-in-last-2-years-smriti-irani/246833/,PTI ," May 2, 2016 3:37 PM"
Looking Back at Macro-economics 101 book review: The economic crisis revisited,A historical perspective on the economic upheaval since 2006 makes for interesting reading,http://www.financialexpress.com/jobs/looking-back-at-macro-economics-101-book-review-the-economic-crisis-revisited/246296/,NA,"May 1, 2016 6:08 AM"
NEET will be held in 2 phases as directed by Supreme Court: JP Nadda,The Health Ministry today said that it is geared up to ensure that the the single entrance exams for admission to MBBS and BDS courses as directed by the Supreme Court are held successfully despite the “challenges”.,http://www.financialexpress.com/jobs/neet-will-be-held-in-2-phases-as-directed-by-supreme-court-jp-nadda/245006/,PTI ," April 28, 2016 9:23 PM"
Best reads in April,The Monk Who Sold His Ferrari,http://www.financialexpress.com/jobs/best-reads-in-april/246301/,NA,"May 1, 2016 6:10 AM"
Over six lakh students appear for NEET-I,"Over six lakh students today appeared for the first phase of National Eligibility Entrance Test (NEET), a common medical entrance test for admissions to MBBS and BDS courses across the country. ",http://www.financialexpress.com/jobs/over-six-lakh-students-appear-for-neet-i/246482/,PTI ," May 1, 2016 9:21 PM"
All India Pre-Medical Test-2016: CBSE challenges Kerala High Court order on Hijab,"CBSE today challenged a Kerala High Court single bench order granting permission to Muslim girls to wear the Hijab, a customary religious dress, for All India Pre-Medical Test 2016 (AIPMET).",http://www.financialexpress.com/jobs/all-india-pre-medical-test-2016-cbse-challenges-kerala-high-court-order-on-hijab/245023/,PTI ," April 28, 2016 9:40 PM"
National Eligibility cum Entrance Test: Supreme Court reserves order on AIPMT,The Supreme Court on Thursday reserved its order on a PIL seeking holding of NEET for AIPMT for admission to undergraduate courses across the country.,http://www.financialexpress.com/jobs/national-eligibility-cum-entrance-test-supreme-court-reserves-order-on-all-india-pre-medical-entrance-test/244866/,IANS ," April 28, 2016 6:43 PM"
"Parliamenntary panel ‘anguished’ at shortage of faculty in IITs, IIMs","Observing that the situation continues to be “grim” with no improvement appearing imminent, the panel has suggested beginning the hiring process before a post falls vacant. ",http://www.financialexpress.com/jobs/parliamenntary-panel-anguished-at-shortage-of-faculty-in-iits-iims/246373/,PTI ," May 1, 2016 11:44 AM"
CBSE CTET 2016 Haryana admit card released; download from ctet.nic.in,CBSE CTET 2016 Haryana admit card: The Central Board of Secondary Education (CBSE) has published admit cards for the Central Teacher Eligibility Test (CTET) 2016 on its official website ctet.nic.in. The CBSE CTET 2016 Haryana exam will be conducted on May 8.,http://www.financialexpress.com/jobs/cbse-ctet-2016-haryana-admit-card-released-download-from-ctet-nic-in/246348/,Anshul ," May 1, 2016 10:14 AM"
"Government to make 20 public, private institutions top class, says Smriti Irani",Government said that it has not yet allocated any funds for the proposal but will provide adequate support to assist 10 public institutions.,http://www.financialexpress.com/jobs/government-to-make-20-public-private-institutions-top-class-says-smriti-irani/246735/,PTI ," May 2, 2016 1:41 PM"
10 per cent rise in China apparel prices to create 1.2 mn Indian jobs: World Bank,"Rising wages in China presents a huge opportunity to the apparel sector in India with a possibility of creating up to 1.2 million jobs in the country, a World Bank report said today. ",http://www.financialexpress.com/jobs/10-per-cent-rise-in-china-apparel-prices-to-create-1-2-mn-indian-jobs-world-bank/244970/,PTI ," April 28, 2016 7:52 PM"
Applying for job in SBI? Check you credit history,"If you want to apply for a job at State Bank of India (SBI), any default on loans or credit card payment will render your ineligible.",http://www.financialexpress.com/jobs/applying-for-job-in-sbi-check-you-credit-history/242234/,PTI ," April 24, 2016 6:29 PM"
On the shelf,The India-US Partnership: This book delves into ways in which India can approach the goal of $1 trillion worth of ties with the US by 2030. ,http://www.financialexpress.com/jobs/on-the-shelf-66/242071/,FE Bureau ," April 24, 2016 6:08 AM"
Rahul Gandhi assures NIT Srinagar students over row; Congress to approach Smriti Irani,"Congress vice president Rahul Gandhi, 45, today assured agitating outstation students of NIT Srinagar he would raise in Parliament their concerns about safety on the campus and “put pressure” on the government to resolve their problems. The party has also decided send a delegation to HRD Minister and BJP leader Smriti Irani over the issue soon.",http://www.financialexpress.com/jobs/rahul-gandhi-smriti-irani-assures-nit-srinagar-students-over-row-congress-bjp/243527/,PTI ," April 27, 2016 9:43 AM"
"Punjabi, Gujarati, Bengali continue to be taught in UK schools","The UK government has said that Indian languages such as Punjabi, Urdu, Gujarati and Bengali that have been part its school curriculum will continue to be taught across the country.",http://www.financialexpress.com/jobs/punjabi-gujarati-bengali-continue-to-be-taught-in-uk-schools/242019/,PTI ," April 23, 2016 7:18 PM"
Top 10 fiction and non-fiction books,Top 10 fiction and non-fiction books,http://www.financialexpress.com/jobs/top-10-fiction-and-non-fiction-books-14/242072/,NA,"April 24, 2016 6:09 AM"
Indian workers ‘worst’ to understand: US state governor,"Indian workers are the “worst” and the “hardest” ones to understand, Republican governor of the US state of Maine Paul LePage said, stirring another controversy a day after Republican presidential front-runner Donald Trump mocked Indian call centres.",http://www.financialexpress.com/jobs/indian-workers-worst-to-understand-us-state-governor-2/242244/,PTI ," April 24, 2016 8:13 PM"
Over 5900 teaching posts vacant in central varsities,The HRD Ministry today said upto 5928 teaching posts are lying vacant in various central universities. ,http://www.financialexpress.com/jobs/over-5900-teaching-posts-vacant-in-central-varsities/242745/,PTI ," April 25, 2016 5:17 PM"
Abolish interview for low level govt jobs: Centre to states,"All state governments have been asked to abolish interview as part of selection process for low level government jobs, Union Minister Jitendra Singh said today.",http://www.financialexpress.com/jobs/abolish-interview-for-low-level-govt-jobs-centre-to-states/241649/,PTI ," April 22, 2016 9:32 PM"
"PMO seeks autonomy for IIMs, HRD doesn’t yield","The HRD Ministry, sources said, is not willing to dilute the clause that empowers the President to review the work of any IIM in his capacity as the Visitor of the premier B-Schools. ",http://www.financialexpress.com/jobs/pmo-seeks-autonomy-for-iims-hrd-doesnt-yield/242981/,Ritika Chopra ," April 26, 2016 9:33 AM"
Want your resume to stand out? Here are a few tips,The following tips can help your resume be different on purpose and elevate your personal brand.,http://www.financialexpress.com/jobs/want-your-resume-to-stand-out-here-are-a-few-tips/241835/,Ranil Herath ," April 23, 2016 1:01 PM"
MSBSHSE SSC results 2016 set to be declared today: Check Maharashtra board SSC aptitude test result at ivgs.ac.in,MSBSHSE SSC results 2016: The Maharashtra SSC Aptitude Test 2016 result was to have been declared online today at 1 pm and it would have allowed all students and their relatives to log on and find out how well they performed and thereafter make further plans for their future. ,http://www.financialexpress.com/jobs/msbshse-ssc-results-2016-declared-today-check-ivgs-ac-in-for-maharashtra-board-ssc-aptitude-test-result/242774/,FE Online ," April 25, 2016 6:35 PM"
Fresh MBAs lack teamwork skills,"Harish, a fresh MBA, was recently hired by a large family-run organisation. Being enthusiastic about his job, Harish worked hard and delivered on his targets.",http://www.financialexpress.com/jobs/fresh-mbas-lack-teamwork-skills/242285/,Abinash Panda and Anshul Jain ," April 25, 2016 6:01 AM"
Delhi University to ask admission seekers to deposit original documents," In order to keep a check on aspirants securing seats in multiple colleges, Delhi University is likely to ask the students for their original documents at time of admission.",http://www.financialexpress.com/jobs/delhi-university-to-ask-admission-seekers-to-deposit-original-documents/241009/,PTI ," April 22, 2016 5:08 PM"
UPSC postpones civil services exam notification,The Union Public Service Commission (UPSC) has postponed the date for issuance of notification for civil services examination 2016 without citing any reason.,http://www.financialexpress.com/jobs/upsc-postpones-civil-services-exam-notification/242756/,PTI ," April 25, 2016 5:32 PM"
"JEE Main results 2016 to be declared today, check details at jeemain.nic.in, cbseresults.nic.in",JEE Main results 2016: Central Board of Secondary Education (CBSE) will declare the Joint Entrance Examinations Mains (JEE Main) results 2016 on Wednesday on its official website jeemain.nic.in. ,http://www.financialexpress.com/jobs/jee-main-results-2016-to-be-declared-on-27th-april-check-details-at-jeemain-nic-in-cbseresults-nic-in/243087/,Anshul ," April 27, 2016 11:17 AM"
Smriti Irani: IITs have been asked to teach Sanskrit,"IITs have been asked to teach Sanskrit language for facilitating study of science and technology as reflected in its literature, Lok Sabha was told today.",http://www.financialexpress.com/jobs/smriti-irani-iits-have-been-asked-to-teach-sanskrit/242701/,PTI ," April 25, 2016 4:40 PM"
Kejriwal launches app to improve maintenance of Delhi government schools,Arvind Kejriwal was speaking at the launch of a new application meant for assisting newly-appointed estate managers in government schools.,http://www.financialexpress.com/jobs/arvind-kejriwal-launches-app-to-improve-maintenance-of-delhi-government-schools/243006/,Shikha Sharma ," April 26, 2016 10:47 AM"
MPPSC prelims 2016 exam: 1.92 lakh applications received,"MPPSC prelims 2016 exam: As many as 1.92 lakh applications have been received for the preliminary exam of Madhya Pradesh Public Service Commission (MPPSC) 2016 which will be held on May 31, an official said today.",http://www.financialexpress.com/jobs/mppsc-prelims-2016-exam-1-92-lakh-applications-received/242278/,PTI ," April 25, 2016 12:01 AM"
"Odisha HSC Class 10th result 2016 declared at bseodisha.nic.in; Also check marks, merit list here indiaresult.com","Odisha HSC Class 10th result 2016: Odisha HSC Class 10th Result 2016 has been announced by Odisha, Board of Secondary Education today i.e. Wednesday, 27th April on its official website bseodisha.nic.in and alsoindiaresult.com at 10 am.",http://www.financialexpress.com/jobs/odisha-hsc-class-10th-result-2016-decalred-at-bseodisha-nic-in-also-check-marks-merit-list-here-indiaresult-com/243688/,FE Online ," April 27, 2016 12:01 PM"
"Central Board of Secondary Education (CBSE) mulls lifting ban on burqas, headgears","medical examinations, medical examinations 2016, The Central Board of Secondary Education (CBSE) is considering allowing students appearing for the central medical examinations to wear burqas and headscarves.",http://www.financialexpress.com/jobs/central-board-of-secondary-education-cbse-mulls-lifting-ban-on-burqas-headgears/243529/,PTI ," April 27, 2016 9:21 AM"
Words worth: The new stranger,"Tabish Khair on xenophobia being elevated from a physical form to abstraction, resulting in Islamophobia and the rise of right-wing populists in Europe and elsewhere",http://www.financialexpress.com/jobs/words-worth-the-new-stranger-amophobia-and-the-rise-of-right-wing-populists-in-europe/242069/,Ashwani Kumar ," April 24, 2016 8:51 AM"
"HPBOSE 12th result 2016 declared at hpbose.org; Rahul Sharma tops in Arts, Tammanna Koushal tops in commerce","HPBOSE 12th Result 2016: For all those students who have been eagerly looking forward to find out how they fared in this most important examination, the wait is finally over as the authorities have announced the result today and students can log onto the official website hpbose.org. ",http://www.financialexpress.com/jobs/hpbose-12th-result-2016-announcement-likely-today-check-official-website-hpbose-org/242577/,FE Online ," April 26, 2016 9:46 AM"
Only 7 per cent MBA graduates employable: ASSOCHAM study,"Barring government run Indian Institute of Managements (IIMs) and a few others, most of the 5,500 Business schools in the country are producing “un-employable” sub-par graduates, earning less than Rs 10,000 a month",http://www.financialexpress.com/jobs/only-7-per-cent-mba-graduates-employable-assocham-study/244135/,PTI ," April 27, 2016 6:54 PM"
Bridging the skills gap in automation technology,"Automation technology, if used wisely, can work in favour of humans by allowing them to substitute repetitive, hazardous and unpleasant labour with more rewarding tasks",http://www.financialexpress.com/jobs/bridging-the-skills-gap-in-automation-technology/242282/,Vikas Chadha ," April 25, 2016 6:00 AM"
"Kerala SSLC results 2016 declared: Check keralaresults.nic.in, results.kerala.nic.in for latest updates",Kerala SSLC result 2016: DHSE Kerala Pareeksha Bhavan Board announced the Kerala SSLC result 2016 today for the academic year 2015-16 on their official website keralaresults.nic.in.,http://www.financialexpress.com/jobs/kerala-sslc-results-2016-date-to-be-declared-today-check-keralaresults-nic-in-results-kerala-nic-in-for-latest-updates/243654/,FE Online ," April 27, 2016 12:20 PM"
Junagarh times: A dig in to Ancestral Affairs,"You can’t read this story about a small Muslim state without thinking about the present, caught as we are in a fierce
storm about what nationalism means to us",http://www.financialexpress.com/jobs/junagarh-times/242070/,Sudipta Datta ," April 24, 2016 9:04 AM"
Only 7% of India’s B-school graduates employable: Study,"The report blames the lack of quality control and infrastructure, low-paying jobs through campus placement and poor faculty as the major reasons behind India’s unfolding B-school disaster.",http://www.financialexpress.com/jobs/only-7-of-indias-b-school-graduates-employable-study/243974/,PTI ," April 27, 2016 3:24 PM"
On the shelf,"Supported with rich examples—GE, Mahindra & Mahindra, Hasbro, IBM and Tata Consultancy Services—and testimonies of leaders who have successfully used this framework…",http://www.financialexpress.com/jobs/on-the-shelf-65/237996/,FE Bureau ," April 17, 2016 6:12 AM"
"SSC CGL 2016 Tier I exam postponed, will be held in August; check out details here",SSC CGL 2016: Staff Selection Commission (SSC) has postponed the Combined Graduate Level Tier -I exam as it is revamping the existing modality of conducting the exam…,http://www.financialexpress.com/jobs/ssc-cgl-2016-tier-i-exam-postponed-will-be-held-in-august-check-out-ssc-nic-in-for-details/239050/,Akash Sinha ," April 18, 2016 8:27 PM"
CBSE affiliation controversy: Career of students of prestigious Patna school DAV BSEB hanging in balance,"Fate of thousands of students of a prominent public school of Patna is hanging in balance with the CBSE yet to restore affiliation to the school in the wake of a controversy last year involving a girl student. Non-restoration of affiliation to the DAV BSEB, known for its excellent performance in academics and sports in […]",http://www.financialexpress.com/jobs/cbse-affiliation-controversy-career-of-students-of-prestigious-patna-school-dav-bseb-hanging-in-balance/238102/,PTI ," April 17, 2016 3:30 PM"
Andhra Pradesh Intermediate results 2016: Check out Board of Intermediate Education Andhra Pradesh (BIEAP) Intermediate Results namewise on www.bieap.gov.in today,Students can access their Andhra Pradesh Intermediate results 2016 namewise by logging onto bieap.gov.in.,http://www.financialexpress.com/jobs/andhra-pradesh-intermediate-results-2016-check-out-board-of-intermediate-education-andhra-pradesh-bieap-intermediate-results-namewise-on-www-bieap-gov-in-today/239376/,FE Online ," April 19, 2016 1:15 PM"
50 pct of class 10 students in 20 pct of Himachal Pradesh schools failed: CAG,"Half of the students in 20 percent government schools of Himachal Pradesh had failed their class X exams and 14 percent the class XII exams in 2014-15, an audit report has revealed.",http://www.financialexpress.com/jobs/50-pct-of-class-10-students-in-20-pct-of-himachal-pradesh-schools-failed-cag/236106/,IANS ," April 13, 2016 2:02 PM"
"Smarter, Faster Better book review: All in the mind",Rich storytelling combined with neuroscience and behavioural economics shows what makes some people and companies more productive,http://www.financialexpress.com/jobs/smarter-faster-better-book-review-all-in-the-mind/237995/,Ankita Rai ," April 17, 2016 6:10 AM"
"UGC relaxes PhD norms for women, differently-abled: Smriti Irani","To encourage women and the differently-abled to pursue research, UGC has relaxed norms allowing students eight years instead of present six to complete Ph.D and three years instead of two to complete M.Phil degrees.",http://www.financialexpress.com/jobs/ugc-relaxes-phd-norms-for-women-differently-abled-smriti-irani/236133/,PTI ," April 13, 2016 2:57 PM"
BSSC graduate level mains exam result 2016 declared; check bssc.bih.nic.in,BSSC graduate level mains exam result 2016 : Bihar Staff Selection Commission has declared the result of the of the combined graduate level exam on its official website bssc.bih.nic.in.,http://www.financialexpress.com/jobs/bssc-graduate-level-mains-exam-result-2016-declared-check-bssc-bih-nic-in/238874/,Anshul ," April 19, 2016 11:03 PM"
"CGBSE 12th result 2016: Chhattisgarh Board result declared, check out exam result at cgbse.nic.in"," The CGBSE result 2016 is available on the official website of the Board at http://www.cgbse.net or results.cg.nic.in, in which about 2.5 lakh students have appeared for the Class 12th examination under Chhattisgarh Board of Secondary Education (CGBSE) this year.",http://www.financialexpress.com/jobs/cgbse-12th-result-2016-chhattisgarh-board-result-declared-check-out-exam-result-at-cgbse-net-or-results-cg-nic-in/240613/,FE Online ," October 14, 2016 5:29 PM"
IIT fee hike not applicable to existing students,"Amid protests by students of IIT-Kharagpur, the HRD ministry today clarified that students who are already enrolled in undergraduate courses have been spared from the 122 per cent fee hike.",http://www.financialexpress.com/jobs/iit-fee-hike-not-applicable-to-existing-students/236249/,PTI ," April 13, 2016 6:54 PM"
Sculpting India’s engineering-industry ecosystem,Reaching the Make-in-India mark by moulding the academia,http://www.financialexpress.com/jobs/sculpting-indias-engineering-industry-ecosystem/238256/,NA,"April 18, 2016 4:42 PM"
CBSE UGC NET DEC 2015 result declared; check cbseresults.nic.in,CBSE UGC NET Dec 2015: CBSE UGC NET December 2015 results has been declared for Junior Research Fellowship (JRF) and Eligibility for Assistant Professor on the official website cbseresults.nic.in.,http://www.financialexpress.com/jobs/cbse-ugc-net-dec-2015-result-declared-check-merit-list-marks-cut-off-at-cbseresults-nic-in/235401/,Anshul ," April 20, 2016 12:16 AM"
"India poised for blue revolution, to create 20 mn jobs: Nitin Gadkari","With India’s unmatched potential on sea and river front, the government is determined to give a big push to ‘blue revolution’ which has potential to create over 20 million jobs, Union Minister Nitin Gadkari today said.",http://www.financialexpress.com/jobs/india-poised-for-blue-revolutionto-create-20-mn-jobs-nitin-gadkari/238961/,PTI ," April 18, 2016 8:56 PM"
Big jobs in Big Data,How Big Data is emerging as one of the most lucrative career opportunities for IT professionals,http://www.financialexpress.com/jobs/big-jobs-in-big-data/238257/,NA,"April 18, 2016 6:02 AM"
Narayana Murthy wants pay-per-performance system in schools; put competence of teachers to vote,Infosys co-founder N R Narayana Murthy today said he wants pay-per-performance system be implemented in every school and the students should vote on the competence of teachers based on certain attributes.,http://www.financialexpress.com/jobs/infosys-co-founder-nr-narayana-murthy-calls-for-pay-per-performance-system-in-schools/235214/,PTI ," April 11, 2016 11:57 PM"
"UPSC IAS exam 2016 notification to be released by April 23, check upsconline.nic.in",UPSC IAS exam 2016: Union Public Service Commission (UPSC) will release the official notification for the civil service IAS exam 2016 by April 23 on its official website upsconline.nic.in. ,http://www.financialexpress.com/jobs/upsc-ias-exam-2016-notification-released-check-upsconline-nic-in/238076/,Anshul ," April 19, 2016 8:03 PM"
HRD ministry mulling external peer review for Central Universities,"Central Universities in the country may soon be evaluated on certain agreed parameters by a panel of outside experts, with the HRD ministry considering putting in place an external peer review mechanism for them in line with what is practised at the IITs.",http://www.financialexpress.com/jobs/hrd-ministry-mulling-external-peer-review-for-central-univsities/238177/,PTI ," April 17, 2016 8:15 PM"
CBSE UGC NET July 2016 exam notification: Apply online at cbsenet.nic.in,CBSE UGC NET July 2016: Central Board of Secondary Education (CBSE) has started its online application process for UGC NET July 2016 on its official website cbsenet.nic.in. ,http://www.financialexpress.com/jobs/cbse-ugc-net-july-2016-exam-notification-apply-online-now-check-details-at-cbsenet-nic-in/236052/,Anshul ," April 20, 2016 1:26 AM"
Telengana Results 2016: Intermediate 1st and 2nd year results to be out soon; check bietelangana.cgg.gov.in,The Telangana Intermediate 1st Year and 2nd year results will be announced by the Telangana State Board of Intermediate Education on Friday at 11 am. Students can check the results on – bie.telangana.gov.in and bietelangana.cgg.gov.in,http://www.financialexpress.com/jobs/telengana-results-2016-intermediate-1st-and-2nd-year-results-to-be-out-soon-check-bietelangana-cgg-gov-in/241292/,FE Online ," April 22, 2016 12:15 PM"
Generation of jobs in 8 key sectors hit six-year low in 2015,"Employment had increased by over 1.34 lakh in July-September 2015, had declined by 43,000 in April-June and risen by 64,000 in January-March.",http://www.financialexpress.com/jobs/generation-of-jobs-in-8-key-sectors-hit-six-year-low-in-2015/237178/,Aanchal Magazine ," April 15, 2016 7:53 AM"
The Longest August book review: Eternal enemies,"Almost 69 years after the Partition of the sub-continent, tensions between India and Pakistan continue to dominate headlines in newspapers and on TV channels.",http://www.financialexpress.com/jobs/the-longest-august-book-review-eternal-enemies/237991/,NA,"April 17, 2016 6:09 AM"
Newspaper reporter listed the worst job for third time: Survey,"For the third year in a row, the job of a newspaper reporter has been ranked as the worst profession, according to a survey which listed data scientist as the best job after a review of 200 careers.",http://www.financialexpress.com/jobs/newspaper-reporter-listed-the-worst-job-for-third-time-survey/238227/,PTI ," April 18, 2016 9:31 AM"
Top 10 fiction and non-fiction books,Top 10 fiction and non-fiction books,http://www.financialexpress.com/jobs/top-10-fiction-and-non-fiction-books-13/237997/,NA,"April 17, 2016 6:13 AM"
Education doesn’t narrow gender pay gap,"Though they now receive almost as much education as men, women are still paid less than their male counterparts, according to a recent study.",http://www.financialexpress.com/jobs/education-doesnt-narrow-gender-pay-gap/237746/,ANI ," April 16, 2016 5:45 PM"
NCERT books available online for free on ‘e-paathshala’,The HRD minister said NCERT has also given copyrights to over 8 state governments to print books as they deem fit to fulfill the requirements of their students,http://www.financialexpress.com/jobs/ncert-books-for-cbse-board-available-online-for-free-on-e-paathshala/236058/,PTI ," April 13, 2016 1:50 PM"
"Rural youth in Rajasthan get job – oriented training; gets jobs in Big Bazaar, Cafe Day & more","Sitaram Singh, son of a farmer from this small town who is currently undergoing a 75-day training programme on a general accounting system, is quite upbeat about his job prospects.",http://www.financialexpress.com/jobs/rural-youths-in-rajasthan-get-job-oriented-training/237595/,Sandip Das ," April 17, 2016 6:06 PM"
St Stephen’s may start honours degree course in Political Science,The prestigious St Stephen’s college is likely to offer an honours degree in Political Science from the upcoming academic session.,http://www.financialexpress.com/jobs/st-stephens-may-start-honours-degree-course-in-political-science/239692/,PTI ," April 19, 2016 7:31 PM"
On the shelf,The Upside of Downtime: Why Boredom is Good,http://www.financialexpress.com/jobs/on-the-shelf-63/232072/,FE Bureau ," April 3, 2016 12:23 AM"
Dressing right at workplace: Top 8 tips for women,"Meha Bhargava, founder and CEO of Styl.Inc and an image consultant, lists some core rules of power dressing at workplace.",http://www.financialexpress.com/jobs/dressing-right-at-workplace-top-8-tips-for-women/234683/,IANS ," April 10, 2016 3:39 PM"
AIPMT 2016 admit card released; check aipmt.nic.in,AIPMT 2016 admit card: Central Board of Secondary Education (CBSE) declared the admit cards of All India Pre-Medical /Pre-Dental Entrance Test (AIPMT) today on its official website aipmt.nic.in. ,http://www.financialexpress.com/jobs/aipmt-2016-admit-card-declared-today-check-aipmt-nic-in/233727/,FE Online ," April 7, 2016 4:50 PM"
HRD rankings of universities draw flak from academicians,The first ever domestic rankings by the HRD ministry for educational institutions have invited criticism from some academicians who say that the list was full of “surprises” even as the ministry maintained that the rankings were based on the data submitted by varsities.,http://www.financialexpress.com/jobs/hrd-rankings-of-universities-draw-flak-from-academicians/234249/,PTI ," April 8, 2016 8:42 PM"
Can 2016 be the inflection year for MOOCs in India?,"Considering the increasing need of the youth to pursue quality education at affordable prices and the importance being given to e-learning and digital literacy by educational institutions and governments across the world, the Massive Open Online Courses (MOOCs) are becoming an integral part of the education system globally.",http://www.financialexpress.com/jobs/can-2016-be-the-inflection-year-for-moocs-in-india/232269/,Abhishek Pandit ," April 4, 2016 12:26 AM"
CTET result 2016 to be declared today; check ctet.nic.in,CBSE CTET result 2016: Central Board of Secondary Education (CBSE) will declare the results of the Central Teacher Eligibility Test (CTET) February 2016 today on its official website ctet.nic.in. ,http://www.financialexpress.com/jobs/cbse-ctet-result-2016-delared-today-check-ctet-nic-in/233562/,Anshul ," April 19, 2016 11:51 PM"
"One crore jobs in shipping, ports under Sagarmala project: Nitin Gadkari","At least one crore jobs will be created under government’s ambitious Sagarmala project in the next four to five years, Union Minister Nitin Gadkari said today. ",http://www.financialexpress.com/jobs/one-crore-jobs-in-shipping-ports-under-sagarmala-project-nitin-gadkari-road-transport-highways-and-shipping-minister/234463/,PTI ," April 9, 2016 4:13 PM"
